alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
sotto-mare-oysteria-and-seafood-san-francisco,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 37.79979, 'longitude': -122.40834}",(415) 398-3181,4980.8804673363975,8dUaybEPHsZMgr1iKgqgMQ,https://s3-media2.fl.yelpcdn.com/bphoto/Efr_0zx4ID9jla5kxuIMNQ/o.jpg,False,"{'address1': '552 Green St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['552 Green St', 'San Francisco, CA 94133']}",Sotto Mare Oysteria & Seafood,+14153983181,$$,4.5,3541,[],https://www.yelp.com/biz/sotto-mare-oysteria-and-seafood-san-francisco?adjust_creative=SATYbZfekLOqXIumebjPQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SATYbZfekLOqXIumebjPQw
burma-superstar-san-francisco-2,"[{'alias': 'burmese', 'title': 'Burmese'}]","{'latitude': 37.782787322998, 'longitude': -122.462539672852}",(415) 387-2147,3346.3513929682595,eYXwVR4mMAjzkJnm5wneHQ,https://s3-media2.fl.yelpcdn.com/bphoto/CQljYYJrIWarCxsz02s-7A/o.jpg,False,"{'address1': '309 Clement St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['309 Clement St', 'San Francisco, CA 94118']}",Burma Superstar,+14153872147,$$,4.0,6618,[],https://www.yelp.com/biz/burma-superstar-san-francisco-2?adjust_creative=SATYbZfekLOqXIumebjPQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SATYbZfekLOqXIumebjPQw
san-tung-san-francisco-2,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 37.76367, 'longitude': -122.46896}",(415) 242-0828,2877.9920007894843,M0JTO3oyu6gxh1mfFjU-dA,https://s3-media4.fl.yelpcdn.com/bphoto/LTtoZ25m8FX1UV37asnTCw/o.jpg,False,"{'address1': '1031 Irving St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['1031 Irving St', 'San Francisco, CA 94122']}",San Tung,+14152420828,$$,4.0,6615,[],https://www.yelp.com/biz/san-tung-san-francisco-2?adjust_creative=SATYbZfekLOqXIumebjPQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SATYbZfekLOqXIumebjPQw
starbelly-san-francisco,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 37.764096, 'longitude': -122.432574}",(415) 252-7500,492.2021957684228,J7_-faNq_Ag9qTOlDn81Pw,https://s3-media3.fl.yelpcdn.com/bphoto/IQcRlC75Lea8bqgHpJ8Usg/o.jpg,False,"{'address1': '3583 16th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['3583 16th St', 'San Francisco, CA 94114']}",Starbelly,+14152527500,$$,4.0,1776,"['pickup', 'delivery']",https://www.yelp.com/biz/starbelly-san-francisco?adjust_creative=SATYbZfekLOqXIumebjPQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SATYbZfekLOqXIumebjPQw
barrel-head-brewhouse-san-francisco-5,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 37.7757521780078, 'longitude': -122.446032238623}",(415) 416-6989,1854.0398960195314,TCaagQVqECB97vJAs4t9Mg,https://s3-media2.fl.yelpcdn.com/bphoto/2ANEMUaKPlN3b35N2bDeVg/o.jpg,False,"{'address1': '1785 Fulton St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['1785 Fulton St', 'San Francisco, CA 94117']}",Barrel Head Brewhouse,+14154166989,$$,4.0,521,['restaurant_reservation'],https://www.yelp.com/biz/barrel-head-brewhouse-san-francisco-5?adjust_creative=SATYbZfekLOqXIumebjPQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SATYbZfekLOqXIumebjPQw
the-dorian-san-francisco,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]","{'latitude': 37.80065, 'longitude': -122.4365}",(415) 814-2671,4416.893029604373,dglMkHYfCycYX3MX92oFxg,https://s3-media1.fl.yelpcdn.com/bphoto/QnVZPmkzjXOnkCzULOisnw/o.jpg,False,"{'address1': '2001 Chestnut St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['2001 Chestnut St', 'San Francisco, CA 94123']}",The Dorian,+14158142671,$$,4.0,525,['restaurant_reservation'],https://www.yelp.com/biz/the-dorian-san-francisco?adjust_creative=SATYbZfekLOqXIumebjPQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SATYbZfekLOqXIumebjPQw
the-meat-house-san-francisco-2,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 37.7808037897, 'longitude': -122.464634533}",(415) 702-6565,3322.1700442419724,T3FbmF9qCFlAzNfOqpNTiA,https://s3-media2.fl.yelpcdn.com/bphoto/brfqJniAnqQkeJ-Ruzygig/o.jpg,False,"{'address1': '4217 Geary Blvd', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['4217 Geary Blvd', 'San Francisco, CA 94118']}",The Meat House,+14157026565,,4.5,11,"['restaurant_reservation', 'pickup', 'delivery']",https://www.yelp.com/biz/the-meat-house-san-francisco-2?adjust_creative=SATYbZfekLOqXIumebjPQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SATYbZfekLOqXIumebjPQw
delarosa-san-francisco-3,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 37.7856178857509, 'longitude': -122.404516608598}",(415) 872-7363,3928.217335012105,vu6PlPyKptsT6oEq50qOzA,https://s3-media2.fl.yelpcdn.com/bphoto/UPdC4GWl7gqOLTgQcs14BA/o.jpg,False,"{'address1': '37 Yerba Buena Ln', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['37 Yerba Buena Ln', 'San Francisco, CA 94103']}",Delarosa,+14158727363,$$,4.0,1107,['restaurant_reservation'],https://www.yelp.com/biz/delarosa-san-francisco-3?adjust_creative=SATYbZfekLOqXIumebjPQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SATYbZfekLOqXIumebjPQw
um-ma-san-francisco-3,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 37.7655, 'longitude': -122.46608}",(415) 566-5777,2664.4699746595206,9Z9EETl8fZIP4s9KOHr5kg,https://s3-media3.fl.yelpcdn.com/bphoto/lpl_pHqVC-PBxXGldcZEug/o.jpg,False,"{'address1': '1220 9th Ave', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['1220 9th Ave', 'San Francisco, CA 94122']}",um.ma,+14155665777,$$,4.0,80,[],https://www.yelp.com/biz/um-ma-san-francisco-3?adjust_creative=SATYbZfekLOqXIumebjPQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SATYbZfekLOqXIumebjPQw
nara-restaurant-and-sake-bar-san-francisco,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 37.7721665317965, 'longitude': -122.430675700307}",(415) 638-6124,1351.6641305802066,cL0q9S4bqwpbAN9ZKh-Zeg,https://s3-media1.fl.yelpcdn.com/bphoto/7zzlpJKaC9bndjuo2UIr6g/o.jpg,False,"{'address1': '518 Haight St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['518 Haight St', 'San Francisco, CA 94117']}",Nara Restaurant & Sake Bar,+14156386124,$$,4.5,951,['restaurant_reservation'],https://www.yelp.com/biz/nara-restaurant-and-sake-bar-san-francisco?adjust_creative=SATYbZfekLOqXIumebjPQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SATYbZfekLOqXIumebjPQw
skool-san-francisco,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 37.7685096967036, 'longitude': -122.402136325836}",(415) 255-8800,3132.4940753864485,ZN7x2duyVesVVzlhWJNamQ,https://s3-media4.fl.yelpcdn.com/bphoto/47i057bRXAm_sIvA2obD5A/o.jpg,False,"{'address1': '1725 Alameda St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['1725 Alameda St', 'San Francisco, CA 94103']}",Skool,+14152558800,$$,4.0,1701,"['restaurant_reservation', 'pickup']",https://www.yelp.com/biz/skool-san-francisco?adjust_creative=SATYbZfekLOqXIumebjPQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SATYbZfekLOqXIumebjPQw
nopa-san-francisco,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'desserts', 'title': 'Desserts'}]","{'latitude': 37.77483, 'longitude': -122.43746}",(415) 864-8643,1559.1831881623302,ttarnopezxmp2ROB1N2PaA,https://s3-media3.fl.yelpcdn.com/bphoto/Li0xXDEM78GMG1xCYgYYaA/o.jpg,False,"{'address1': '560 Divisadero St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['560 Divisadero St', 'San Francisco, CA 94117']}",Nopa,+14158648643,$$$,4.0,4986,[],https://www.yelp.com/biz/nopa-san-francisco?adjust_creative=SATYbZfekLOqXIumebjPQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SATYbZfekLOqXIumebjPQw
paina-lounge-and-restaurant-san-francisco,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 37.7853553960108, 'longitude': -122.432332634926}",(415) 829-2642,2743.321558600849,_zfxJqH3XZ65X8sNYVKGqg,https://s3-media2.fl.yelpcdn.com/bphoto/FF7NuQ0CTghoz5p36_2e_g/o.jpg,False,"{'address1': '1865 Post St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1865 Post St', 'San Francisco, CA 94115']}",Pa'ina Lounge & Restaurant,+14158292642,$$,4.0,553,"['restaurant_reservation', 'pickup', 'delivery']",https://www.yelp.com/biz/paina-lounge-and-restaurant-san-francisco?adjust_creative=SATYbZfekLOqXIumebjPQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SATYbZfekLOqXIumebjPQw
izakaya-sozai-san-francisco,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'izakaya', 'title': 'Izakaya'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 37.763879, 'longitude': -122.47413}",(415) 742-5122,3329.071252002252,pKP6ikrLyM5Gtua13kVoUw,https://s3-media1.fl.yelpcdn.com/bphoto/04zZBEjVU_nWbvhChdNggQ/o.jpg,False,"{'address1': '1500 Irving St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['1500 Irving St', 'San Francisco, CA 94122']}",Izakaya Sozai,+14157425122,$$,4.0,2040,[],https://www.yelp.com/biz/izakaya-sozai-san-francisco?adjust_creative=SATYbZfekLOqXIumebjPQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SATYbZfekLOqXIumebjPQw
kokkari-estiatorio-san-francisco,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 37.796996, 'longitude': -122.399661}",(415) 981-0983,5153.879756630951,PsY5DMHxa5iNX_nX0T-qPA,https://s3-media2.fl.yelpcdn.com/bphoto/7StMTfE2srlcIu2opeTb3g/o.jpg,False,"{'address1': '200 Jackson St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['200 Jackson St', 'San Francisco, CA 94111']}",Kokkari Estiatorio,+14159810983,$$$,4.5,4411,['pickup'],https://www.yelp.com/biz/kokkari-estiatorio-san-francisco?adjust_creative=SATYbZfekLOqXIumebjPQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SATYbZfekLOqXIumebjPQw
gary-danko-san-francisco,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 37.80587, 'longitude': -122.42058}",(415) 749-2060,5191.341803207417,WavvLdfdP6g8aZTtbBQHTw,https://s3-media3.fl.yelpcdn.com/bphoto/CAprIoeKQAYV9oUw9xBbmA/o.jpg,False,"{'address1': '800 N Point St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['800 N Point St', 'San Francisco, CA 94109']}",Gary Danko,+14157492060,$$$$,4.5,5411,[],https://www.yelp.com/biz/gary-danko-san-francisco?adjust_creative=SATYbZfekLOqXIumebjPQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SATYbZfekLOqXIumebjPQw
