alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
marufuku-ramen-sf-san-francisco,"[{'alias': 'ramen', 'title': 'Ramen'}]","{'latitude': 37.785014, 'longitude': -122.431842}",(415) 872-9786,2710.1678399585257,HHtpR0RslupSQ99GIIwW5A,https://s3-media2.fl.yelpcdn.com/bphoto/2lUFO5HWD7_RLDWlT5Nvuw/o.jpg,False,"{'address1': '1581 Webster St', 'address2': 'Ste 235', 'address3': None, 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1581 Webster St', 'Ste 235', 'San Francisco, CA 94115']}",Marufuku Ramen SF,+14158729786,$$,4.5,2953,"['delivery', 'pickup']",https://www.yelp.com/biz/marufuku-ramen-sf-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
limón-rotisserie-san-francisco-3,"[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 37.7570514, 'longitude': -122.416461}",(415) 821-2134,1808.3298970637697,r7RwvYMwxDuK3u26fHbYDA,https://s3-media4.fl.yelpcdn.com/bphoto/wvbMWakjpf0c-0QeucFl9Q/o.jpg,False,"{'address1': '1001 S Van Ness Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['1001 S Van Ness Ave', 'San Francisco, CA 94110']}",Limón Rotisserie,+14158212134,$$,4.0,3195,"['pickup', 'restaurant_reservation']",https://www.yelp.com/biz/lim%C3%B3n-rotisserie-san-francisco-3?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
nara-restaurant-and-sake-bar-san-francisco,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 37.7721665317965, 'longitude': -122.430675700307}",(415) 638-6124,1351.6641305802066,cL0q9S4bqwpbAN9ZKh-Zeg,https://s3-media1.fl.yelpcdn.com/bphoto/7zzlpJKaC9bndjuo2UIr6g/o.jpg,False,"{'address1': '518 Haight St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['518 Haight St', 'San Francisco, CA 94117']}",Nara Restaurant & Sake Bar,+14156386124,$$,4.5,1055,['restaurant_reservation'],https://www.yelp.com/biz/nara-restaurant-and-sake-bar-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
inovino-san-francisco,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 37.7658664, 'longitude': -122.4502686}",(415) 681-3770,1334.614191438859,ZTocvrJNFdVRz3NUToXaVQ,https://s3-media1.fl.yelpcdn.com/bphoto/BdaPAQ1vu2WbiteNsh37Sg/o.jpg,False,"{'address1': '108B Carl St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['108B Carl St', 'San Francisco, CA 94117']}",InoVino,+14156813770,$$,4.5,155,"['delivery', 'restaurant_reservation']",https://www.yelp.com/biz/inovino-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
son-and-garden-san-francisco,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 37.783387, 'longitude': -122.419016}",(415) 913-7404,2927.3452260692093,vLNzJX1ctfP4NNESCFOeGw,https://s3-media3.fl.yelpcdn.com/bphoto/GwNYDeFAhiYhS1zlyXIFAQ/o.jpg,False,"{'address1': '700 Polk St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['700 Polk St', 'San Francisco, CA 94109']}",Son & Garden,+14159137404,,4.5,49,['restaurant_reservation'],https://www.yelp.com/biz/son-and-garden-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
suppenküche-san-francisco-2,"[{'alias': 'german', 'title': 'German'}]","{'latitude': 37.7762603759766, 'longitude': -122.426391601562}",(415) 252-9289,1919.7883063813613,DGyoVB9PdI9_jw0CNi_OPg,https://s3-media4.fl.yelpcdn.com/bphoto/HAumhGEjTcqstgie00Fjag/o.jpg,False,"{'address1': '525 Laguna St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['525 Laguna St', 'San Francisco, CA 94102']}",Suppenküche,+14152529289,$$,4.0,3126,"['delivery', 'restaurant_reservation']",https://www.yelp.com/biz/suppenk%C3%BCche-san-francisco-2?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
kokkari-estiatorio-san-francisco,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 37.796996, 'longitude': -122.399661}",(415) 981-0983,5153.879756630951,PsY5DMHxa5iNX_nX0T-qPA,https://s3-media2.fl.yelpcdn.com/bphoto/7StMTfE2srlcIu2opeTb3g/o.jpg,False,"{'address1': '200 Jackson St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['200 Jackson St', 'San Francisco, CA 94111']}",Kokkari Estiatorio,+14159810983,$$$,4.5,4518,['delivery'],https://www.yelp.com/biz/kokkari-estiatorio-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
san-tung-san-francisco-2,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 37.763693, 'longitude': -122.469008}",(415) 242-0828,2877.9920007894843,M0JTO3oyu6gxh1mfFjU-dA,https://s3-media4.fl.yelpcdn.com/bphoto/pvWRWivkeyGy7g7UF9Me1g/o.jpg,False,"{'address1': '1031 Irving St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['1031 Irving St', 'San Francisco, CA 94122']}",San Tung,+14152420828,$$,4.0,6846,['delivery'],https://www.yelp.com/biz/san-tung-san-francisco-2?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
loló-san-francisco-4,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 37.7573462, 'longitude': -122.4214034}",(415) 643-5656,1380.24804973913,1hMD7RQogPDWpE-p3LKjXA,https://s3-media1.fl.yelpcdn.com/bphoto/-_hqewRYasro3NpC-v4Fug/o.jpg,False,"{'address1': '974 Valencia St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['974 Valencia St', 'San Francisco, CA 94110']}",Loló,+14156435656,$$,4.0,2193,"['delivery', 'restaurant_reservation']",https://www.yelp.com/biz/lol%C3%B3-san-francisco-4?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
mona-lisa-restaurant-san-francisco,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 37.798371, 'longitude': -122.407778}",(415) 989-4917,4869.390116251072,bC3FfFqfaQu7gZznjkmt9Q,https://s3-media2.fl.yelpcdn.com/bphoto/LLD2tSu-kXgesqnk2DgeEQ/o.jpg,False,"{'address1': '353 Columbus Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['353 Columbus Ave', 'San Francisco, CA 94133']}",Mona Lisa Restaurant,+14159894917,$$,4.0,1695,"['pickup', 'delivery', 'restaurant_reservation']",https://www.yelp.com/biz/mona-lisa-restaurant-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
nopa-san-francisco,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 37.77483, 'longitude': -122.43746}",(415) 864-8643,1559.1831881623302,ttarnopezxmp2ROB1N2PaA,https://s3-media3.fl.yelpcdn.com/bphoto/Li0xXDEM78GMG1xCYgYYaA/o.jpg,False,"{'address1': '560 Divisadero St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['560 Divisadero St', 'San Francisco, CA 94117']}",Nopa,+14158648643,$$$,4.0,5065,['delivery'],https://www.yelp.com/biz/nopa-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
gary-danko-san-francisco,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 37.80587, 'longitude': -122.42058}",(415) 749-2060,5191.341803207417,WavvLdfdP6g8aZTtbBQHTw,https://s3-media3.fl.yelpcdn.com/bphoto/CAprIoeKQAYV9oUw9xBbmA/o.jpg,False,"{'address1': '800 N Point St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['800 N Point St', 'San Francisco, CA 94109']}",Gary Danko,+14157492060,$$$$,4.5,5520,[],https://www.yelp.com/biz/gary-danko-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
starbelly-san-francisco,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 37.7640744, 'longitude': -122.4325634}",(415) 252-7500,491.1178550023795,J7_-faNq_Ag9qTOlDn81Pw,https://s3-media3.fl.yelpcdn.com/bphoto/IQcRlC75Lea8bqgHpJ8Usg/o.jpg,False,"{'address1': '3583 16th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['3583 16th St', 'San Francisco, CA 94114']}",Starbelly,+14152527500,$$,4.0,1836,"['delivery', 'pickup']",https://www.yelp.com/biz/starbelly-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
the-dorian-san-francisco,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]","{'latitude': 37.80065, 'longitude': -122.4365}",(415) 814-2671,4416.893029604373,dglMkHYfCycYX3MX92oFxg,https://s3-media1.fl.yelpcdn.com/bphoto/QnVZPmkzjXOnkCzULOisnw/o.jpg,False,"{'address1': '2001 Chestnut St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['2001 Chestnut St', 'San Francisco, CA 94123']}",The Dorian,+14158142671,$$,4.0,578,"['delivery', 'restaurant_reservation']",https://www.yelp.com/biz/the-dorian-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
dancing-yak-san-francisco-9,"[{'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 37.76852, 'longitude': -122.42259}",(415) 525-4857,1486.4246862272382,5PGFsnFhDlpYVDI3TRNH6w,https://s3-media3.fl.yelpcdn.com/bphoto/dMq56bG4r9cUFMs65_uG0g/o.jpg,False,"{'address1': '280 Valencia St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['280 Valencia St', 'San Francisco, CA 94103']}",Dancing Yak,+14155254857,$$,4.5,442,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/dancing-yak-san-francisco-9?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
chicken-as-cluck-san-francisco,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 37.750467, 'longitude': -122.394951}",(415) 670-0428,3828.078324434397,lgD2BDiMtW3UhM6rk3IUNw,https://s3-media2.fl.yelpcdn.com/bphoto/lzHGEUlhlRCxWJD7LacVEg/o.jpg,False,"{'address1': '1760 Cesar Chavez St', 'address2': None, 'address3': None, 'city': 'San Francisco', 'zip_code': '94124', 'country': 'US', 'state': 'CA', 'display_address': ['1760 Cesar Chavez St', 'San Francisco, CA 94124']}",Chicken as Cluck,+14156700428,$$,4.5,59,"['pickup', 'delivery']",https://www.yelp.com/biz/chicken-as-cluck-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
beit-rima-san-francisco-3,"[{'alias': 'arabian', 'title': 'Arabian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'lebanese', 'title': 'Lebanese'}]","{'latitude': 37.76872, 'longitude': -122.42943}",(415) 703-0270,1073.1993439779797,BjlVE7tTp1UCEttgkM1Big,https://s3-media1.fl.yelpcdn.com/bphoto/2rFpA2kKclak8znQ6Z79Vg/o.jpg,False,"{'address1': '138 Church St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['138 Church St', 'San Francisco, CA 94114']}",Beit Rima,+14157030270,$$,4.5,318,['delivery'],https://www.yelp.com/biz/beit-rima-san-francisco-3?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
noosh-san-francisco,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 37.7880771447147, 'longitude': -122.43393894285}",(415) 231-5985,3030.055075171354,h5ohkmv-UQiJTKFzxSS6RQ,https://s3-media3.fl.yelpcdn.com/bphoto/htZmQ5FmRZjYRujcb2T_WA/o.jpg,False,"{'address1': '2001 Fillmore St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['2001 Fillmore St', 'San Francisco, CA 94115']}",Noosh,+14152315985,$$,3.5,326,['delivery'],https://www.yelp.com/biz/noosh-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
kin-khao-san-francisco-2,"[{'alias': 'thai', 'title': 'Thai'}]","{'latitude': 37.7852278803726, 'longitude': -122.409348137336}",(415) 362-7456,3604.326557361939,kqk5BoCJU59MC9fH0IB4wQ,https://s3-media1.fl.yelpcdn.com/bphoto/zHz6-HG5XuXSZJq2FvNmsQ/o.jpg,False,"{'address1': '55 Cyril Magnin St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['55 Cyril Magnin St', 'San Francisco, CA 94102']}",Kin Khao,+14153627456,$$,4.0,2128,['delivery'],https://www.yelp.com/biz/kin-khao-san-francisco-2?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
dosa-on-fillmore-san-francisco-3,"[{'alias': 'indpak', 'title': 'Indian'}]","{'latitude': 37.78535, 'longitude': -122.43284}",(415) 441-3672,2739.555675095702,U1TgSEKZwgdTftTOxCtFOQ,https://s3-media2.fl.yelpcdn.com/bphoto/yRQT1qg44iAdAdKkONJ9Ig/o.jpg,False,"{'address1': '1700 Fillmore St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1700 Fillmore St', 'San Francisco, CA 94115']}",DOSA on Fillmore,+14154413672,$$$,4.0,3073,"['pickup', 'restaurant_reservation']",https://www.yelp.com/biz/dosa-on-fillmore-san-francisco-3?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
beretta-san-francisco,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 37.753829, 'longitude': -122.420681}",(415) 695-1199,1591.3097447927287,4KfQnlcSu4bbTqnvGdGptw,https://s3-media1.fl.yelpcdn.com/bphoto/RsCeyBgtnXpmN9YTKEIvWg/o.jpg,False,"{'address1': '1199 Valencia St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['1199 Valencia St', 'San Francisco, CA 94110']}",Beretta,+14156951199,$$,4.0,3620,"['delivery', 'restaurant_reservation']",https://www.yelp.com/biz/beretta-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
